amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
100.00 ,000362086,C,8847623  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18002.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847620  ,Closed,  ,100.00 ,7/30/2014,8/12/2014,10/25/2014 ,100.00,Y,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12032.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847619  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-16006.pdf,Dirt Doctor Inc
100.00 ,000362086,C,8847617  ,Closed,  ,100.00 ,7/30/2014,7/30/2014,10/25/2014 ,100.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-1000.pdf,Dirt Doctor Inc
108.00 ,000362086,C,8847618  ,Closed,  ,108.00 ,7/30/2014,8/12/2014,10/25/2014 ,108.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14107.pdf,Dirt Doctor Inc
131.00 ,000238774,O,6553281  ,Closed,  ,131.00 ,9/27/2010,8/16/2011,12/29/2010 ,131.00,Y,104(g)(1),46.5(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec46-5.pdf,Dirt Doctor Inc
100.00 ,000238774,C,6553280  ,Closed,  ,100.00 ,9/27/2010,9/27/2010,12/29/2010 ,100.00,N,104(a),41.10,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec41-10.pdf,Dirt Doctor Inc
100.00 ,000374480,C,8778046  ,Closed,  ,100.00 ,10/14/2014,10/14/2014,3/27/2015 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14132.pdf,Dirt Works
162.00 ,000374480,C,8778047  ,Closed,  ,162.00 ,10/14/2014,11/4/2014,3/27/2015 ,162.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,Dirt Works
100.00 ,000345454,C,8771784  ,Closed,  ,100.00 ,1/22/2014,1/22/2014,4/20/2014 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec50-30.pdf,Dirt Works
100.00 ,000348280,C,8771781  ,Closed,  ,100.00 ,1/22/2014,1/22/2014,5/21/2014 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14100.pdf,Dirt Works
243.00 ,000345454,C,8771782  ,Closed,  ,243.00 ,1/22/2014,1/22/2014,4/20/2014 ,243.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-9300.pdf,Dirt Works
243.00 ,000345454,C,8771783  ,Closed,  ,243.00 ,1/22/2014,1/22/2014,4/20/2014 ,243.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-9300.pdf,Dirt Works
100.00 ,000316329,C,8688404  ,Closed,  ,100.00 ,1/29/2013,1/29/2013,4/19/2013 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec50-30.pdf,Dirt Works
100.00 ,000316329,C,8681998  ,Closed,  ,100.00 ,1/28/2013,2/1/2013,4/19/2013 ,100.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-9300.pdf,Dirt Works
100.00 ,000316329,C,8681997  ,Closed,  ,100.00 ,1/28/2013,2/1/2013,4/19/2013 ,100.00,N,104(a),47.31(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec47-31.pdf,Dirt Works
100.00 ,000316329,C,8681996  ,Closed,  ,100.00 ,1/28/2013,2/1/2013,4/19/2013 ,100.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12028.pdf,Dirt Works
162.00 ,000316329,C,8681995  ,Closed,  ,162.00 ,1/28/2013,2/1/2013,4/19/2013 ,162.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-14132.pdf,Dirt Works
112.00 ,000303884,O,6315027  ,Closed,  ,112.00 ,8/23/2012,9/10/2012,11/22/2012 ,112.00,N,104(g)(1),46.8(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec46-8.pdf,Dirt Works
100.00 ,000246930,C,6576572  ,Closed,  ,100.00 ,12/13/2010,1/3/2011,3/23/2011 ,100.00,N,104(a),56.18013,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-18013.pdf,Dirt Works
100.00 ,000246930,C,6576573  ,Closed,  ,100.00 ,12/13/2010,1/3/2011,3/23/2011 ,100.00,N,104(a),56.20002(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-20002.pdf,Dirt Works
243.00 ,000246930,C,6576574  ,Closed,  ,243.00 ,12/13/2010,1/3/2011,3/23/2011 ,243.00,Y,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-15001.pdf,Dirt Works
100.00 ,000246930,C,6576571  ,Closed,  ,100.00 ,12/13/2010,12/13/2010,3/23/2011 ,100.00,N,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Dirt Works
100.00 ,000206354,C,6466144  ,Closed,  ,100.00 ,11/3/2009,11/3/2009,1/20/2010 ,100.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-9300.pdf,Dirt Works
100.00 ,000206354,C,6466145  ,Closed,  ,100.00 ,11/3/2009,11/3/2009,1/20/2010 ,100.00,N,104(a),41.12,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec41-12.pdf,Dirt Works
no info, ,C,9421625  ,no info,  ,no info,5/15/2018,5/15/2018, ,Not Assessed Yet,Y,104(a),56.20003(a),http://www.ecfr.gov/cgi-bin/text-idx?SID=f462b60350e1a59e963680947dff1a01&node=se30.1.56_120003&rgn=div8,"Holley Dirt Company, Inc"
116.00 ,000453336,C,9335384  ,Closed,  ,116.00 ,10/26/2017,10/26/2017,1/13/2018 ,116.00,N,104(a),47.41(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec47-41.pdf,"Holley Dirt Company, Inc"
116.00 ,000453336,C,9335386  ,Closed,  ,116.00 ,10/26/2017,10/26/2017,1/13/2018 ,116.00,N,104(a),56.4601,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-4601.pdf,"Holley Dirt Company, Inc"
116.00 ,000453336,C,9335385  ,Closed,  ,116.00 ,10/26/2017,10/26/2017,1/13/2018 ,116.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
116.00 ,000442250,C,8912694  ,Closed,  ,116.00 ,5/15/2017,5/15/2017,8/9/2017 ,116.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
351.00 ,000427623,C,8638781  ,Closed,  ,351.00 ,11/30/2016,12/1/2016,2/18/2017 ,351.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12028.pdf,"Holley Dirt Company, Inc"
100.00 ,000411633,C,8903436  ,Closed,  ,100.00 ,4/13/2016,4/19/2016,7/6/2016 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12004.pdf,"Holley Dirt Company, Inc"
100.00 ,000411633,C,8903432  ,Closed,  ,100.00 ,4/13/2016,4/13/2016,7/6/2016 ,100.00,N,104(a),47.41(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec47-41.pdf,"Holley Dirt Company, Inc"
117.00 ,000411633,C,8903435  ,Closed,  ,117.00 ,4/13/2016,4/13/2016,7/6/2016 ,117.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
117.00 ,000411633,C,8903434  ,Closed,  ,117.00 ,4/13/2016,4/19/2016,7/6/2016 ,117.00,Y,104(a),46.11(d),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec46-11.pdf,"Holley Dirt Company, Inc"
100.00 ,000411633,C,8903433  ,Closed,  ,100.00 ,4/13/2016,4/19/2016,7/6/2016 ,100.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
100.00 ,000397972,C,8822977  ,Closed,  ,100.00 ,10/7/2015,10/13/2015,1/7/2016 ,100.00,N,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
100.00 ,000397972,C,8822974  ,Closed,  ,100.00 ,10/7/2015,10/27/2015,1/7/2016 ,100.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
100.00 ,000397972,C,8822975  ,Closed,  ,100.00 ,10/7/2015,10/27/2015,1/7/2016 ,100.00,Y,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
100.00 ,000397972,C,8822973  ,Closed,  ,100.00 ,10/7/2015,10/7/2015,1/7/2016 ,100.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
100.00 ,000397972,C,8822976  ,Closed,  ,100.00 ,10/7/2015,10/27/2015,1/7/2016 ,100.00,Y,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14101.pdf,"Holley Dirt Company, Inc"
100.00 ,000382609,C,8818270  ,Closed,  ,100.00 ,4/7/2015,4/8/2015,7/6/2015 ,100.00,Y,104(a),56.12040,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12040.pdf,"Holley Dirt Company, Inc"
100.00 ,000382609,C,8818269  ,Closed,  ,100.00 ,4/7/2015,4/7/2015,7/6/2015 ,100.00,Y,104(a),56.14211(b),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14211.pdf,"Holley Dirt Company, Inc"
100.00 ,000375494,C,8818247  ,Closed,  ,100.00 ,1/13/2015,1/15/2015,4/11/2015 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12004.pdf,"Holley Dirt Company, Inc"
100.00 ,000360091,C,8835757  ,Closed,  ,100.00 ,7/15/2014,7/16/2014,10/8/2014 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
100.00 ,000360091,C,8835756  ,Closed,  ,100.00 ,7/15/2014,7/15/2014,10/8/2014 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec50-30.pdf,"Holley Dirt Company, Inc"
100.00 ,000346593,C,8732850  ,Closed,  ,100.00 ,2/25/2014,2/27/2014,5/7/2014 ,100.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
117.00 ,000334543,C,8729316  ,Closed,  ,117.00 ,9/10/2013,9/10/2013, ,117.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
100.00 ,000334543,C,8729317  ,Closed,  ,100.00 ,9/10/2013,9/10/2013, ,100.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-18002.pdf,"Holley Dirt Company, Inc"
100.00 ,000315004,C,8723396  ,Closed,  ,100.00 ,1/8/2013,1/10/2013,4/4/2013 ,100.00,Y,104(a),56.11003,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-11003.pdf,"Holley Dirt Company, Inc"
100.00 ,000315004,C,8723395  ,Closed,  ,100.00 ,1/8/2013,1/10/2013,4/4/2013 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-14107.pdf,"Holley Dirt Company, Inc"
100.00 ,000293592,C,8638086  ,Closed,  ,100.00 ,5/22/2012,6/5/2012,8/11/2012 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
100.00 ,000296474,C,8638087  ,Closed,  ,100.00 ,5/22/2012,5/23/2012,9/5/2012 ,100.00,N,104(a),56.9100(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-9100.pdf,"Holley Dirt Company, Inc"
807.00 ,000293592,C,8638085  ,Closed,  ,807.00 ,5/21/2012,6/5/2012,8/11/2012 ,807.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
100.00 ,000273703,C,8637959  ,Closed,  ,100.00 ,10/5/2011,10/7/2011,1/4/2012 ,100.00,N,104(a),46.9(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec46-9.pdf,"Holley Dirt Company, Inc"
100.00 ,000256650,C,8630131  ,Closed,  ,100.00 ,4/13/2011,4/14/2011,7/6/2011 ,100.00,N,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12032.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547867  ,Closed,  ,100.00 ,7/15/2010,8/3/2010,10/9/2010 ,100.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-18010.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547870  ,Closed,  ,100.00 ,7/15/2010,8/3/2010,10/9/2010 ,100.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12028.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547868  ,Closed,  ,100.00 ,7/15/2010,7/15/2010,10/9/2010 ,100.00,N,104(a),46.9(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec46-9.pdf,"Holley Dirt Company, Inc"
243.00 ,000230512,C,8547866  ,Closed,  ,243.00 ,7/14/2010,7/15/2010,10/9/2010 ,243.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547865  ,Closed,  ,100.00 ,7/14/2010,7/15/2010,10/9/2010 ,100.00,N,104(a),56.4402,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-4402.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547862  ,Closed,  ,100.00 ,7/14/2010,7/15/2010,10/9/2010 ,100.00,N,104(a),56.15020,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-15020.pdf,"Holley Dirt Company, Inc"
100.00 ,000230512,C,8547863  ,Closed,  ,100.00 ,7/14/2010,7/15/2010,10/9/2010 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14107.pdf,"Holley Dirt Company, Inc"
100.00 ,000218132,C,8544317  ,Closed,  ,100.00 ,3/19/2010,3/19/2010,6/4/2010 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12004.pdf,"Holley Dirt Company, Inc"
100.00 ,000218132,C,8544318  ,Closed,  ,100.00 ,3/19/2010,3/19/2010,6/4/2010 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
100.00 ,000158499,C,7751779  ,Closed,  ,100.00 ,6/19/2008,7/8/2008,9/5/2008 ,100.00,N,104(a),56.14103(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14103.pdf,"Holley Dirt Company, Inc"
"2,000.00 ",000158499,C,7751780  ,Closed,  ,"2,000.00 ",6/19/2008,6/20/2008,9/5/2008 ,"2,000.00",Y,104(d)(1),56.3131,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-3131.pdf,"Holley Dirt Company, Inc"
100.00 ,000141737,C,7780187  ,Closed,  ,100.00 ,1/8/2008,1/9/2008,4/2/2008 ,100.00,N,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12018.pdf,"Holley Dirt Company, Inc"
100.00 ,000141737,C,7780185  ,Closed,  ,100.00 ,1/8/2008,1/9/2008,4/2/2008 ,100.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14112.pdf,"Holley Dirt Company, Inc"
100.00 ,000141737,C,7780184  ,Closed,  ,100.00 ,1/8/2008,1/9/2008,4/2/2008 ,100.00,N,104(a),56.12008,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12008.pdf,"Holley Dirt Company, Inc"
100.00 ,000141737,C,7780186  ,Closed,  ,100.00 ,1/8/2008,1/10/2008,4/2/2008 ,100.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14112.pdf,"Holley Dirt Company, Inc"
350.00 ,000109664,C,7765211  ,Closed,  ,350.00 ,11/29/2006,11/30/2006,3/17/2007 ,350.00,N,104(a),56.12006,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-12006.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110213  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110211  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),56.12025,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-12025.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110216  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),47.41(a),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec47-41.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110217  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-12004.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110215  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-4101.pdf,"Holley Dirt Company, Inc"
614.00 ,000089619,C,6110214  ,Closed,  ,614.00 ,4/5/2006,4/5/2006,7/15/2006 ,614.00,Y,104(a),56.12013(b),http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-12013.pdf,"Holley Dirt Company, Inc"
60.00 ,000089619,C,6110212  ,Closed,  ,60.00 ,4/5/2006,4/5/2006,7/15/2006 ,60.00,N,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2006-title30-vol1/pdf/CFR-2006-title30-vol1-sec56-16006.pdf,"Holley Dirt Company, Inc"
60.00 ,000063118,C,6088757  ,Closed,  ,60.00 ,6/21/2005,7/11/2005,9/17/2005 ,60.00,N,104(a),50.30,http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec50-30.pdf,"Holley Dirt Company, Inc"
60.00 ,000058196,C,6094157  ,Closed,  ,60.00 ,3/15/2005,3/16/2005,7/17/2005 ,60.00,N,104(a),56.4102,http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-4102.pdf,"Holley Dirt Company, Inc"
60.00 ,000058196,C,6094159  ,Closed,  ,60.00 ,3/15/2005,3/17/2005,7/17/2005 ,60.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-20003.pdf,"Holley Dirt Company, Inc"
60.00 ,000058196,C,6094158  ,Closed,  ,60.00 ,3/15/2005,3/17/2005,7/17/2005 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
60.00 ,000058196,C,6094156  ,Closed,  ,60.00 ,3/15/2005,3/15/2005,7/17/2005 ,60.00,N,104(a),56.4200(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-4200.pdf,"Holley Dirt Company, Inc"
268.00 ,000041636,C,6093407  ,Closed,  ,268.00 ,8/17/2004,8/18/2004,12/12/2004 ,268.00,Y,104(a),56.12016,http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-12016.pdf,"Holley Dirt Company, Inc"
60.00 ,000041636,C,6093409  ,Closed,  ,60.00 ,8/17/2004,8/18/2004,12/12/2004 ,60.00,N,104(a),46.9(c)(2)(i),http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec46-9.pdf,"Holley Dirt Company, Inc"
60.00 ,000041636,C,6093408  ,Closed,  ,60.00 ,8/17/2004,8/18/2004,12/12/2004 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2004-title30-vol1/pdf/CFR-2004-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
60.00 ,080130605503,C,6092154  ,Closed,  ,60.00 ,5/6/2003,5/6/2003,7/25/2003 ,60.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-20003.pdf,"Holley Dirt Company, Inc"
133.00 ,080130605503,C,6092151  ,Closed,  ,133.00 ,5/6/2003,5/6/2003,7/25/2003 ,133.00,Y,104(a),56.4402,http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-4402.pdf,"Holley Dirt Company, Inc"
60.00 ,080130605503,C,6092152  ,Closed,  ,60.00 ,5/6/2003,5/6/2003,7/25/2003 ,60.00,N,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-9300.pdf,"Holley Dirt Company, Inc"
106.00 ,080130605503,C,6092153  ,Closed,  ,106.00 ,5/6/2003,5/6/2003,7/25/2003 ,106.00,Y,104(a),56.14103(c)(1),http://www.gpo.gov/fdsys/pkg/CFR-2003-title30-vol1/pdf/CFR-2003-title30-vol1-sec56-14103.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605502,C,7763979  ,Closed,  ,55.00 ,11/13/2002,11/13/2002,1/14/2003 ,55.00,N,104(a),56.16006,http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-16006.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605502,C,7763978  ,Closed,  ,55.00 ,11/13/2002,11/13/2002,1/14/2003 ,55.00,N,104(a),56.4230(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-4230.pdf,"Holley Dirt Company, Inc"
104.00 ,080130605502,C,7763976  ,Closed,  ,104.00 ,11/13/2002,11/14/2002,1/14/2003 ,104.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-14100.pdf,"Holley Dirt Company, Inc"
